date,type,amount_inr,category,withdrawal,deposit,balance,ref_no
2023-06-09,CREDIT,72.0,Misc,0.0,72.0,5092.55,316000000000
2023-06-09,DEBIT,50.0,Food,50.0,0.0,5076.55,353000000000
2023-06-10,DEBIT,30.0,Food,30.0,0.0,4257.55,353000000000
2023-06-10,DEBIT,40.0,Food,40.0,0.0,4851.55,353000000000
2023-06-10,DEBIT,70.0,Food,70.0,0.0,4781.55,353000000000
2023-06-10,DEBIT,150.0,Misc,150.0,0.0,4631.55,316000000000
2023-06-10,DEBIT,344.0,Misc,344.0,0.0,4287.55,353000000000
2023-06-11,DEBIT,140.0,Misc,140.0,0.0,3317.55,353000000000
2023-06-11,DEBIT,450.0,Misc,450.0,0.0,3807.55,353000000000
2023-06-11,DEBIT,350.0,Misc,350.0,0.0,3457.55,353000000000
2023-06-12,DEBIT,44.0,Food,44.0,0.0,3273.55,353000000000
2023-06-12,DEBIT,40.0,Food,40.0,0.0,3233.55,353000000000
2023-06-12,CREDIT,3000.0,Misc,0.0,3000.0,6233.55,316000000000
2023-06-12,DEBIT,3000.0,Misc,3000.0,0.0,3233.55,316000000000
2023-06-12,DEBIT,34.0,Food,34.0,0.0,3199.55,316000000000
2023-06-12,DEBIT,50.0,Food,50.0,0.0,3149.55,353000000000
2023-06-12,DEBIT,25.0,Food,25.0,0.0,3124.55,353000000000
2023-06-12,DEBIT,56.0,Food,56.0,0.0,3068.55,353000000000
2023-07-01,CREDIT,34.0,Misc,0.0,34.0,1059.85,0
2023-07-01,DEBIT,20.0,Food,20.0,0.0,1039.85,355000000000
2023-07-01,DEBIT,20.0,Food,20.0,0.0,1019.85,318000000000
2023-07-01,DEBIT,20.0,Food,20.0,0.0,999.85,318000000000
2023-07-02,CREDIT,10.0,Misc,0.0,10.0,1009.85,318000000000
2023-07-04,DEBIT,125.0,Misc,125.0,0.0,884.85,355000000000
2023-07-05,DEBIT,50.0,Food,50.0,0.0,794.85,319000000000
2023-07-05,DEBIT,40.0,Food,40.0,0.0,844.85,355000000000
2023-07-08,CREDIT,1.13,Misc,0.0,1.13,795.98,307000000000
2023-07-08,DEBIT,50.0,Food,50.0,0.0,745.98,356000000000
2023-07-08,CREDIT,7800.0,Misc,0.0,7800.0,8545.98,356000000000
2023-07-08,DEBIT,7800.0,Misc,7800.0,0.0,745.98,356000000000
2023-07-09,DEBIT,184.0,Shopping,184.0,0.0,561.98,319000000000
2023-07-10,CREDIT,2500.0,Misc,0.0,2500.0,3061.98,356000000000
2023-07-10,DEBIT,100.0,Food,100.0,0.0,2961.98,319000000000
2023-07-10,DEBIT,1100.0,Misc,1100.0,0.0,1861.98,319000000000
2023-07-10,DEBIT,30.0,Food,30.0,0.0,1831.98,356000000000
2023-07-11,DEBIT,20.0,Food,20.0,0.0,1811.98,319000000000
2023-07-11,DEBIT,170.0,Misc,170.0,0.0,1641.98,319000000000
2023-07-11,DEBIT,140.0,Misc,140.0,0.0,1501.98,319000000000
2023-07-11,DEBIT,20.0,Food,20.0,0.0,1481.98,319000000000
2023-07-11,DEBIT,20.0,Food,20.0,0.0,1461.98,319000000000
2023-07-12,DEBIT,30.0,Food,30.0,0.0,1398.94,319000000000
2023-07-12,DEBIT,10.0,Food,10.0,0.0,1428.94,319000000000
2023-07-12,DEBIT,24.0,Food,24.0,0.0,1438.94,319000000000
2023-07-12,DEBIT,125.0,Misc,125.0,0.0,1462.94,356000000000
2023-07-12,CREDIT,125.96,Misc,0.0,125.96,1587.94,307000000000
2023-08-01,DEBIT,236.0,Misc,236.0,0.0,7285.62,MIR2421393691857
2023-08-01,DEBIT,15.0,Food,15.0,0.0,7270.62,321000000000
2023-08-01,DEBIT,30.0,Food,30.0,0.0,7240.62,321000000000
2023-08-02,CREDIT,2000.0,Misc,0.0,2000.0,9240.62,321000000000
2023-08-02,DEBIT,7459.0,Rent,7459.0,0.0,1781.62,321000000000
2023-08-02,DEBIT,243.0,Misc,243.0,0.0,1538.62,321000000000
2023-08-02,DEBIT,999.0,Misc,999.0,0.0,539.62,321000000000
2023-08-02,DEBIT,10.0,Food,10.0,0.0,529.62,321000000000
2023-08-02,DEBIT,90.0,Food,90.0,0.0,439.62,321000000000
2023-08-02,DEBIT,24.0,Food,24.0,0.0,415.62,321000000000
2023-08-02,DEBIT,6.0,Misc,6.0,0.0,409.62,321000000000
2023-08-02,DEBIT,140.0,Misc,140.0,0.0,269.62,321000000000
2023-08-02,DEBIT,30.0,Food,30.0,0.0,239.62,321000000000
2023-08-03,DEBIT,40.0,Food,40.0,0.0,144.62,322000000000
2023-08-03,DEBIT,40.0,Food,40.0,0.0,104.62,322000000000
2023-08-03,DEBIT,55.0,Food,55.0,0.0,184.62,358000000000
2023-08-03,DEBIT,40.0,Food,40.0,0.0,64.62,322000000000
2023-08-04,DEBIT,20.0,Food,20.0,0.0,44.62,322000000000
2023-08-05,CREDIT,13000.0,Misc,0.0,13000.0,13044.62,358000000000
2023-08-05,DEBIT,13000.0,Misc,13000.0,0.0,44.62,322000000000
2023-08-11,CREDIT,1000.0,Misc,0.0,1000.0,1044.62,322000000000
2023-08-11,DEBIT,85.0,Food,85.0,0.0,959.62,322000000000
2023-08-11,DEBIT,30.0,Food,30.0,0.0,929.62,322000000000
2023-08-11,DEBIT,50.0,Food,50.0,0.0,879.62,322000000000
2023-08-11,DEBIT,179.0,Misc,179.0,0.0,700.62,322000000000
2023-08-11,DEBIT,10.0,Food,10.0,0.0,690.62,359000000000
2023-08-11,DEBIT,60.0,Food,60.0,0.0,630.62,359000000000
2023-08-12,DEBIT,393.0,Misc,393.0,0.0,237.62,322000000000
2023-08-12,DEBIT,30.0,Food,30.0,0.0,207.62,322000000000
2023-08-12,DEBIT,66.0,Food,66.0,0.0,141.62,322000000000
2023-09-01,DEBIT,20.0,Food,20.0,0.0,4357.86,324000000000
2023-09-01,DEBIT,447.0,Misc,447.0,0.0,4429.86,324000000000
2023-09-01,DEBIT,30.0,Food,30.0,0.0,4876.86,324000000000
2023-09-01,DEBIT,52.0,Food,52.0,0.0,4377.86,324000000000
2023-09-01,DEBIT,110.0,Misc,110.0,0.0,4926.86,324000000000
2023-09-01,DEBIT,7310.0,Rent,7310.0,0.0,5036.86,324000000000
2023-09-01,DEBIT,20.0,Food,20.0,0.0,4906.86,324000000000
2023-09-02,DEBIT,188.2,Food,188.2,0.0,4169.66,361000000000
2023-09-02,DEBIT,50.0,Food,50.0,0.0,4119.66,325000000000
2023-09-02,DEBIT,136.76,Food,136.76,0.0,3982.9,361000000000
2023-09-02,CREDIT,136.76,Food,0.0,136.76,4119.66,325000000000
2023-09-03,DEBIT,20.0,Food,20.0,0.0,3973.66,325000000000
2023-09-03,DEBIT,60.0,Food,60.0,0.0,3993.66,325000000000
2023-09-03,DEBIT,30.0,Food,30.0,0.0,4089.66,325000000000
2023-09-03,DEBIT,36.0,Food,36.0,0.0,4053.66,325000000000
2023-09-04,DEBIT,30.0,Food,30.0,0.0,3943.66,325000000000
2023-09-04,DEBIT,55.0,Food,55.0,0.0,3888.66,325000000000
2023-09-04,DEBIT,250.0,Misc,250.0,0.0,3638.66,325000000000
2023-09-04,DEBIT,30.0,Food,30.0,0.0,3608.66,325000000000
2023-09-05,DEBIT,80.0,Food,80.0,0.0,3528.66,325000000000
2023-09-05,DEBIT,50.0,Food,50.0,0.0,3478.66,325000000000
2023-09-05,DEBIT,1000.0,Misc,1000.0,0.0,2478.66,361000000000
2023-09-06,DEBIT,60.0,Food,60.0,0.0,2105.71,325000000000
2023-09-06,DEBIT,217.95,Food,217.95,0.0,2165.71,362000000000
2023-09-06,DEBIT,55.0,Food,55.0,0.0,2423.66,362000000000
2023-09-06,DEBIT,40.0,Food,40.0,0.0,2383.66,325000000000
2023-09-07,DEBIT,170.0,Misc,170.0,0.0,1935.71,325000000000
2023-09-07,DEBIT,200.0,Misc,200.0,0.0,1735.71,325000000000
2023-09-07,DEBIT,40.0,Food,40.0,0.0,1695.71,325000000000
2023-09-07,DEBIT,80.0,Food,80.0,0.0,1615.71,325000000000
2023-09-07,DEBIT,85.0,Food,85.0,0.0,1530.71,325000000000
2023-09-08,DEBIT,190.0,Misc,190.0,0.0,1355.71,362000000000
2023-09-08,CREDIT,80.0,Misc,0.0,80.0,1545.71,325000000000
2023-09-08,DEBIT,25.0,Food,25.0,0.0,1505.71,325000000000
2023-09-08,DEBIT,40.0,Food,40.0,0.0,1465.71,325000000000
2023-09-09,DEBIT,279.5,Misc,279.5,0.0,1076.21,325000000000
2023-09-09,DEBIT,52.0,Food,52.0,0.0,1024.21,325000000000
2023-09-09,DEBIT,30.0,Food,30.0,0.0,994.21,325000000000
2023-09-09,DEBIT,10.0,Food,10.0,0.0,984.21,325000000000
2023-09-09,DEBIT,40.0,Food,40.0,0.0,944.21,325000000000
2023-09-10,DEBIT,426.94,Food,426.94,0.0,732.57,362000000000
2023-09-10,DEBIT,54.0,Food,54.0,0.0,659.51,325000000000
2023-09-10,DEBIT,230.7,Food,230.7,0.0,713.51,325000000000
2023-09-10,CREDIT,500.0,Misc,0.0,500.0,1159.51,362000000000
2023-09-11,DEBIT,192.24,Food,192.24,0.0,540.33,325000000000
2023-09-11,DEBIT,55.0,Food,55.0,0.0,485.33,325000000000
2023-09-11,DEBIT,80.0,Food,80.0,0.0,405.33,325000000000
2023-09-11,DEBIT,20.0,Food,20.0,0.0,385.33,325000000000
2023-09-11,DEBIT,10.0,Food,10.0,0.0,375.33,325000000000
2023-09-11,DEBIT,10.0,Food,10.0,0.0,365.33,325000000000
2023-09-11,DEBIT,125.0,Misc,125.0,0.0,240.33,325000000000
2023-09-12,DEBIT,60.0,Food,60.0,0.0,55.33,326000000000
2023-09-12,DEBIT,30.0,Food,30.0,0.0,210.33,326000000000
2023-09-12,DEBIT,55.0,Food,55.0,0.0,155.33,326000000000
2023-09-12,DEBIT,40.0,Food,40.0,0.0,115.33,326000000000
2023-09-12,DEBIT,10.0,Food,10.0,0.0,45.33,326000000000
2023-10-01,DEBIT,85.0,Food,85.0,0.0,1651.32,327000000000
2023-10-01,DEBIT,50.0,Food,50.0,0.0,1736.32,327000000000
2023-10-01,DEBIT,25.0,Food,25.0,0.0,1786.32,327000000000
2023-10-01,DEBIT,20.0,Food,20.0,0.0,1831.32,327000000000
2023-10-01,CREDIT,20.0,Misc,0.0,20.0,1851.32,0
2023-10-01,DEBIT,20.0,Food,20.0,0.0,1811.32,327000000000
2023-10-02,DEBIT,10.0,Food,10.0,0.0,1641.32,327000000000
2023-10-02,DEBIT,49.0,Food,49.0,0.0,1592.32,328000000000
2023-10-02,DEBIT,30.0,Food,30.0,0.0,1562.32,364000000000
2023-10-02,DEBIT,49.0,Food,49.0,0.0,1513.32,328000000000
2023-10-02,DEBIT,80.0,Food,80.0,0.0,1433.32,328000000000
2023-10-02,DEBIT,30.0,Food,30.0,0.0,1403.32,328000000000
2023-10-02,DEBIT,470.0,Misc,470.0,0.0,933.32,328000000000
2023-10-03,CREDIT,43.0,Misc,0.0,43.0,285.58,328000000000
2023-10-03,DEBIT,370.0,Misc,370.0,0.0,915.58,328000000000
2023-10-03,CREDIT,1000.0,Misc,0.0,1000.0,1285.58,364000000000
2023-10-03,CREDIT,385.0,Misc,0.0,385.0,922.58,328000000000
2023-10-03,DEBIT,680.0,Misc,680.0,0.0,242.58,328000000000
2023-10-03,DEBIT,48.0,Food,48.0,0.0,547.58,328000000000
2023-10-03,DEBIT,10.0,Food,10.0,0.0,537.58,328000000000
2023-10-03,DEBIT,188.74,Food,188.74,0.0,595.58,364000000000
2023-10-03,DEBIT,130.0,Misc,130.0,0.0,784.32,328000000000
2023-10-03,DEBIT,19.0,Food,19.0,0.0,914.32,328000000000
2023-10-04,DEBIT,120.0,Misc,120.0,0.0,670.58,328000000000
2023-10-04,DEBIT,12.0,Food,12.0,0.0,658.58,328000000000
2023-10-04,DEBIT,80.0,Food,80.0,0.0,835.58,364000000000
2023-10-04,DEBIT,45.0,Food,45.0,0.0,790.58,364000000000
2023-10-05,DEBIT,35.0,Food,35.0,0.0,623.58,328000000000
2023-10-05,DEBIT,70.0,Food,70.0,0.0,553.58,364000000000
2023-10-05,DEBIT,75.0,Food,75.0,0.0,478.58,364000000000
2023-10-06,DEBIT,33.0,Food,33.0,0.0,445.58,328000000000
2023-10-06,DEBIT,95.0,Food,95.0,0.0,350.58,328000000000
2023-10-07,DEBIT,87.69,Food,87.69,0.0,262.89,328000000000
2023-10-07,DEBIT,184.0,Misc,184.0,0.0,78.89,365000000000
2023-10-09,CREDIT,1000.0,Misc,0.0,1000.0,1078.89,328000000000
2023-10-09,DEBIT,79.0,Food,79.0,0.0,999.89,328000000000
2023-10-10,DEBIT,50.0,Food,50.0,0.0,949.89,328000000000
2023-10-10,DEBIT,42.0,Food,42.0,0.0,907.89,365000000000
2023-10-11,DEBIT,80.0,Food,80.0,0.0,827.89,365000000000
2023-10-12,DEBIT,70.0,Food,70.0,0.0,757.89,365000000000
2023-11-01,CREDIT,500.0,Misc,0.0,500.0,500.15,331000000000
2023-11-01,DEBIT,500.0,Misc,500.0,0.0,0.15,331000000000
2023-11-02,CREDIT,1000.0,Misc,0.0,1000.0,1000.15,331000000000
2023-11-02,DEBIT,1000.0,Misc,1000.0,0.0,0.15,367000000000
2023-11-02,CREDIT,1000.0,Misc,0.0,1000.0,1000.15,331000000000
2023-11-02,DEBIT,1000.0,Misc,1000.0,0.0,0.15,367000000000
2023-12-01,DEBIT,19.0,Food,19.0,0.0,894.97,370000000000
2023-12-02,DEBIT,200.0,Misc,200.0,0.0,694.97,334000000000
2023-12-03,DEBIT,120.0,Misc,120.0,0.0,574.97,334000000000
2023-12-03,CREDIT,7.0,Misc,0.0,7.0,581.97,334000000000
2023-12-03,CREDIT,70.0,Misc,0.0,70.0,651.97,334000000000
2023-12-04,DEBIT,500.0,Misc,500.0,0.0,151.97,334000000000
2023-12-04,CREDIT,500.0,Misc,0.0,500.0,651.97,334000000000
2023-12-04,DEBIT,450.0,Misc,450.0,0.0,201.97,334000000000
2023-12-06,DEBIT,60.0,Food,60.0,0.0,291.97,371000000000
2023-12-06,CREDIT,150.0,Misc,0.0,150.0,351.97,371000000000
2023-12-07,CREDIT,15000.0,Misc,0.0,15000.0,15291.97,334000000000
2023-12-09,DEBIT,15048.0,Misc,15048.0,0.0,243.97,334000000000
2023-12-10,CREDIT,4000.0,Misc,0.0,4000.0,4243.97,371000000000
2023-12-10,DEBIT,3062.0,Transport,3062.0,0.0,1181.97,334000000000
2023-12-10,DEBIT,1000.0,Misc,1000.0,0.0,181.97,371000000000
2023-12-10,CREDIT,1000.0,Misc,0.0,1000.0,1181.97,334000000000
2023-12-11,DEBIT,30.0,Food,30.0,0.0,1151.97,371000000000
2023-12-11,DEBIT,10.0,Food,10.0,0.0,1141.97,371000000000
2023-12-11,DEBIT,30.0,Food,30.0,0.0,1111.97,371000000000
2023-12-11,DEBIT,220.0,Misc,220.0,0.0,891.97,371000000000
2023-12-11,DEBIT,169.29,Food,169.29,0.0,722.68,335000000000
2023-12-12,CREDIT,1718.0,Misc,0.0,1718.0,1790.68,335000000000
2023-12-12,DEBIT,35.0,Food,35.0,0.0,72.68,371000000000
2023-12-12,DEBIT,530.0,Misc,530.0,0.0,107.68,335000000000
2023-12-12,DEBIT,1718.0,Transport,1718.0,0.0,72.68,335000000000
2023-12-12,DEBIT,40.0,Food,40.0,0.0,657.68,371000000000
2023-12-12,DEBIT,25.0,Food,25.0,0.0,697.68,371000000000
2023-12-12,DEBIT,20.0,Food,20.0,0.0,637.68,371000000000
2024-01-01,CREDIT,8.0,Misc,0.0,8.0,39.68,0
,DEBIT,0.0,,0.0,0.0,,Unknown
,DEBIT,57.0,Food,57.0,0.0,571.73,338000000000
,DEBIT,60.0,Food,60.0,0.0,511.73,301000000000
,DEBIT,480.0,Misc,480.0,0.0,31.73,338000000000
,DEBIT,12.0,Food,12.0,0.0,19.73,338000000000
,CREDIT,2000.0,Misc,0.0,2000.0,2019.73,338000000000
,CREDIT,120.0,Misc,0.0,120.0,2139.73,338000000000
,DEBIT,50.0,Food,50.0,0.0,2089.73,301000000000
,CREDIT,200.0,Misc,0.0,200.0,2289.73,301000000000
,DEBIT,15.0,Food,15.0,0.0,2274.73,338000000000
,DEBIT,40.0,Food,40.0,0.0,2234.73,301000000000
,DEBIT,30.0,Food,30.0,0.0,2204.73,338000000000
,DEBIT,173.75,Food,173.75,0.0,2030.98,301000000000
,CREDIT,25.0,Misc,0.0,25.0,2055.98,338000000000
,DEBIT,50.0,Food,50.0,0.0,2005.98,338000000000
,DEBIT,20.0,Food,20.0,0.0,1985.98,338000000000
,CREDIT,10.0,Misc,0.0,10.0,1995.98,338000000000
,DEBIT,30.0,Food,30.0,0.0,1965.98,338000000000
,DEBIT,110.0,Misc,110.0,0.0,1855.98,338000000000
,DEBIT,35.0,Food,35.0,0.0,1820.98,302000000000
,DEBIT,200.0,Misc,200.0,0.0,1620.98,338000000000
,DEBIT,30.0,Food,30.0,0.0,1590.98,338000000000
,DEBIT,40.0,Food,40.0,0.0,1550.98,338000000000
,DEBIT,155.24,Food,155.24,0.0,1395.74,338000000000
,DEBIT,25.0,Food,25.0,0.0,1370.74,338000000000
,DEBIT,12.0,Food,12.0,0.0,1358.74,302000000000
,DEBIT,33.0,Food,33.0,0.0,1325.74,302000000000
,DEBIT,29.0,Food,29.0,0.0,1296.74,338000000000
,DEBIT,50.0,Food,50.0,0.0,1246.74,338000000000
,DEBIT,60.0,Food,60.0,0.0,1186.74,338000000000
,DEBIT,32.0,Food,32.0,0.0,1154.74,338000000000
,DEBIT,20.0,Food,20.0,0.0,1134.74,338000000000
,DEBIT,37.0,Food,37.0,0.0,1097.74,302000000000
,DEBIT,272.0,Misc,272.0,0.0,825.74,302000000000
,DEBIT,70.0,Food,70.0,0.0,755.74,338000000000
,DEBIT,30.0,Food,30.0,0.0,725.74,338000000000
,DEBIT,85.0,Food,85.0,0.0,640.74,302000000000
,DEBIT,20.0,Food,20.0,0.0,620.74,338000000000
,DEBIT,20.0,Food,20.0,0.0,600.74,338000000000
,DEBIT,10.0,Food,10.0,0.0,590.74,338000000000
,DEBIT,33.0,Food,33.0,0.0,557.74,302000000000
,DEBIT,20.0,Food,20.0,0.0,537.74,338000000000
,DEBIT,60.0,Food,60.0,0.0,477.74,338000000000
,DEBIT,40.0,Food,40.0,0.0,437.74,338000000000
,DEBIT,40.0,Food,40.0,0.0,397.74,338000000000
,CREDIT,120.0,Misc,0.0,120.0,517.74,302000000000
,DEBIT,130.0,Misc,130.0,0.0,387.74,339000000000
,DEBIT,30.0,Food,30.0,0.0,357.74,339000000000
,DEBIT,12.0,Food,12.0,0.0,345.74,339000000000
,DEBIT,25.0,Food,25.0,0.0,320.74,302000000000
,DEBIT,55.0,Food,55.0,0.0,265.74,302000000000
,DEBIT,10.0,Food,10.0,0.0,255.74,339000000000
,DEBIT,42.0,Food,42.0,0.0,213.74,339000000000
,DEBIT,30.0,Food,30.0,0.0,183.74,339000000000
,DEBIT,20.0,Food,20.0,0.0,163.74,302000000000
,DEBIT,40.0,Food,40.0,0.0,123.74,339000000000
,CREDIT,500.0,Misc,0.0,500.0,623.74,339000000000
,DEBIT,42.0,Food,42.0,0.0,581.74,302000000000
,DEBIT,80.0,Food,80.0,0.0,501.74,302000000000
,DEBIT,30.0,Food,30.0,0.0,471.74,302000000000
,DEBIT,25.0,Food,25.0,0.0,446.74,339000000000
,DEBIT,200.0,Misc,200.0,0.0,246.74,339000000000
,DEBIT,30.0,Food,30.0,0.0,216.74,302000000000
,DEBIT,200.0,Misc,200.0,0.0,16.74,339000000000
,CREDIT,2000.0,Misc,0.0,2000.0,2016.74,302000000000
,DEBIT,61.0,Food,61.0,0.0,1955.74,339000000000
,DEBIT,115.0,Misc,115.0,0.0,1840.74,339000000000
,DEBIT,30.0,Food,30.0,0.0,1810.74,339000000000
,DEBIT,15.0,Food,15.0,0.0,1795.74,302000000000
,DEBIT,33.0,Food,33.0,0.0,1762.74,302000000000
,DEBIT,65.0,Food,65.0,0.0,1697.74,339000000000
,DEBIT,30.0,Food,30.0,0.0,1667.74,339000000000
,DEBIT,70.0,Food,70.0,0.0,1597.74,302000000000
,CREDIT,35.0,Misc,0.0,35.0,1632.74,339000000000
,DEBIT,30.0,Food,30.0,0.0,1602.74,339000000000
,DEBIT,20.0,Food,20.0,0.0,1582.74,339000000000
,DEBIT,90.0,Food,90.0,0.0,1492.74,339000000000
,DEBIT,75.0,Food,75.0,0.0,1417.74,302000000000
,DEBIT,20.0,Food,20.0,0.0,1397.74,302000000000
,DEBIT,50.0,Food,50.0,0.0,1347.74,339000000000
,DEBIT,28.0,Food,28.0,0.0,1319.74,303000000000
,CREDIT,34800.0,Salary,0.0,34800.0,36119.74,CHASR23023738798
,DEBIT,65.0,Food,65.0,0.0,36054.74,339000000000
,DEBIT,27.0,Food,27.0,0.0,36027.74,303000000000
,DEBIT,30.0,Food,30.0,0.0,35997.74,303000000000
,DEBIT,10000.0,Misc,10000.0,0.0,25997.74,339000000000
,DEBIT,350.0,Misc,350.0,0.0,25647.74,339000000000
,DEBIT,40.0,Food,40.0,0.0,25607.74,339000000000
,DEBIT,2.0,Misc,2.0,0.0,25605.74,339000000000
,DEBIT,135.0,Misc,135.0,0.0,25470.74,339000000000
,DEBIT,20.0,Food,20.0,0.0,25450.74,303000000000
,DEBIT,120.0,Misc,120.0,0.0,25330.74,303000000000
,DEBIT,1081.0,Shopping,1081.0,0.0,24249.74,303000000000
,DEBIT,5000.0,Misc,5000.0,0.0,19249.74,303000000000
,DEBIT,299.0,Misc,299.0,0.0,18950.74,339000000000
,DEBIT,2000.0,Misc,2000.0,0.0,16950.74,339000000000
,DEBIT,1000.0,Misc,1000.0,0.0,15950.74,303000000000
,CREDIT,5000.0,Misc,0.0,5000.0,20950.74,339000000000
,DEBIT,5000.0,Misc,5000.0,0.0,15950.74,339000000000
,DEBIT,163.28,Food,163.28,0.0,15787.46,339000000000
,DEBIT,24.0,Food,24.0,0.0,15763.46,303000000000
,DEBIT,288.0,Misc,288.0,0.0,15475.46,339000000000
,DEBIT,70.0,Food,70.0,0.0,15405.46,339000000000
,CREDIT,72.0,Misc,0.0,72.0,15477.46,339000000000
,CREDIT,7000.0,Misc,0.0,7000.0,22477.46,303000000000
,DEBIT,17500.0,Misc,17500.0,0.0,4977.46,303000000000
,DEBIT,40.0,Food,40.0,0.0,4937.46,339000000000
,DEBIT,80.0,Food,80.0,0.0,4857.46,339000000000
,DEBIT,40.0,Food,40.0,0.0,4817.46,339000000000
,DEBIT,40.0,Food,40.0,0.0,4777.46,303000000000
,DEBIT,1000.0,Misc,1000.0,0.0,3777.46,303000000000
,DEBIT,40.0,Food,40.0,0.0,3737.46,339000000000
,DEBIT,20.0,Food,20.0,0.0,3717.46,340000000000
,DEBIT,40.0,Food,40.0,0.0,3677.46,303000000000
,DEBIT,149.0,Misc,149.0,0.0,3528.46,340000000000
,DEBIT,250.0,Misc,250.0,0.0,3278.46,303000000000
,DEBIT,250.0,Misc,250.0,0.0,3028.46,340000000000
,DEBIT,500.0,Misc,500.0,0.0,2528.46,340000000000
,DEBIT,189.05,Food,189.05,0.0,2339.41,340000000000
,DEBIT,40.0,Food,40.0,0.0,2299.41,340000000000
,DEBIT,50.0,Food,50.0,0.0,2249.41,303000000000
,DEBIT,85.0,Food,85.0,0.0,2164.41,340000000000
,DEBIT,50.0,Food,50.0,0.0,2114.41,340000000000
,DEBIT,90.0,Food,90.0,0.0,2024.41,340000000000
,DEBIT,20.0,Food,20.0,0.0,2004.41,340000000000
,DEBIT,28.0,Food,28.0,0.0,1976.41,303000000000
,DEBIT,125.0,Misc,125.0,0.0,1851.41,340000000000
,DEBIT,40.0,Food,40.0,0.0,1811.41,303000000000
,CREDIT,10000.0,Misc,0.0,10000.0,11811.41,303000000000
,DEBIT,154.44,Food,154.44,0.0,11656.97,340000000000
,DEBIT,40.0,Food,40.0,0.0,1071.54,304000000000
,DEBIT,173.7,Food,173.7,0.0,897.84,341000000000
,DEBIT,67.0,Food,67.0,0.0,830.84,304000000000
,DEBIT,40.0,Food,40.0,0.0,790.84,341000000000
,DEBIT,40.0,Food,40.0,0.0,750.84,341000000000
,DEBIT,242.45,Food,242.45,0.0,508.39,305000000000
,DEBIT,60.0,Food,60.0,0.0,448.39,305000000000
,DEBIT,40.0,Food,40.0,0.0,408.39,305000000000
,DEBIT,148.0,Food,148.0,0.0,260.39,305000000000
,DEBIT,130.0,Misc,130.0,0.0,130.39,305000000000
,DEBIT,30.0,Food,30.0,0.0,100.39,305000000000
,DEBIT,40.0,Food,40.0,0.0,60.39,341000000000
,CREDIT,80.0,Misc,0.0,80.0,140.39,305000000000
,DEBIT,100.0,Food,100.0,0.0,40.39,305000000000
,CREDIT,1500.0,Misc,0.0,1500.0,1540.39,341000000000
,DEBIT,5.0,Misc,5.0,0.0,1535.39,305000000000
,DEBIT,20.0,Food,20.0,0.0,1515.39,341000000000
,DEBIT,30.0,Food,30.0,0.0,1485.39,305000000000
,DEBIT,65.0,Food,65.0,0.0,1420.39,341000000000
,DEBIT,30.0,Food,30.0,0.0,1390.39,341000000000
,DEBIT,70.0,Food,70.0,0.0,1320.39,341000000000
,DEBIT,50.0,Food,50.0,0.0,1270.39,305000000000
,DEBIT,475.0,Misc,475.0,0.0,795.39,305000000000
,DEBIT,30.0,Food,30.0,0.0,765.39,341000000000
,DEBIT,10.0,Food,10.0,0.0,755.39,342000000000
,DEBIT,60.0,Food,60.0,0.0,695.39,305000000000
,DEBIT,20.0,Food,20.0,0.0,675.39,342000000000
,DEBIT,70.0,Food,70.0,0.0,605.39,342000000000
,DEBIT,20.0,Food,20.0,0.0,585.39,342000000000
,DEBIT,150.5,Misc,150.5,0.0,434.89,305000000000
,DEBIT,136.0,Misc,136.0,0.0,298.89,305000000000
,DEBIT,8.0,Misc,8.0,0.0,290.89,342000000000
,DEBIT,67.0,Food,67.0,0.0,223.89,305000000000
,DEBIT,100.0,Food,100.0,0.0,123.89,305000000000
,DEBIT,40.0,Food,40.0,0.0,83.89,342000000000
,DEBIT,40.0,Food,40.0,0.0,43.89,342000000000
,CREDIT,500.0,Misc,0.0,500.0,543.89,342000000000
,DEBIT,65.0,Food,65.0,0.0,478.89,305000000000
,DEBIT,20.0,Food,20.0,0.0,458.89,342000000000
,DEBIT,45.0,Food,45.0,0.0,413.89,305000000000
,DEBIT,33.0,Food,33.0,0.0,380.89,342000000000
,DEBIT,40.0,Food,40.0,0.0,340.89,305000000000
,DEBIT,30.0,Food,30.0,0.0,310.89,342000000000
,DEBIT,50.0,Food,50.0,0.0,260.89,305000000000
,DEBIT,35.0,Food,35.0,0.0,225.89,305000000000
,CREDIT,6000.0,Misc,0.0,6000.0,6225.89,342000000000
,DEBIT,5500.0,Misc,5500.0,0.0,725.89,305000000000
,DEBIT,50.0,Food,50.0,0.0,675.89,342000000000
,DEBIT,35.0,Food,35.0,0.0,640.89,342000000000
,DEBIT,50.0,Food,50.0,0.0,590.89,305000000000
,DEBIT,42.0,Food,42.0,0.0,548.89,305000000000
,DEBIT,20.0,Food,20.0,0.0,528.89,342000000000
,DEBIT,40.0,Food,40.0,0.0,488.89,305000000000
,DEBIT,400.0,Misc,400.0,0.0,88.89,342000000000
,DEBIT,30.0,Food,30.0,0.0,58.89,305000000000
,DEBIT,40.0,Food,40.0,0.0,18.89,305000000000
,CREDIT,34800.0,Salary,0.0,34800.0,34818.89,CHASS23053481613
,DEBIT,70.0,Food,70.0,0.0,34748.89,306000000000
,DEBIT,40.0,Food,40.0,0.0,34708.89,306000000000
,DEBIT,799.0,Misc,799.0,0.0,33909.89,306000000000
